time,open,high,low,close,volume
2022-07-06,125800,127100,124500,127100,632800
2022-07-07,126800,129300,126600,129300,613000
2022-07-08,129300,129300,127000,127800,450200
2022-07-11,127000,127800,126000,127400,509500
2022-07-12,127400,127500,125300,125500,644400
2022-07-13,125500,126100,124800,124800,472500
2022-07-14,124700,127200,124000,126700,529100
2022-07-15,126800,126800,124400,124700,347400
2022-07-18,124800,124800,123900,124200,398500
2022-07-19,124300,124500,123000,124500,365500
2022-07-20,124500,125500,124000,125500,492100
2022-07-21,125600,126900,125100,126000,476500
2022-07-22,126300,126300,124500,125600,492300
2022-07-25,125300,125800,124500,125800,581500
2022-07-26,125700,125900,125000,125100,427700
2022-07-27,125000,125300,124600,125300,439200
2022-07-28,125800,127400,125000,127400,556700
2022-07-29,127400,127400,125500,125700,490800
2022-08-01,126000,127100,125700,127100,438800
2022-08-02,125800,127900,125700,126300,245000
2022-08-03,126800,127500,125800,127000,412500
2022-08-04,127100,129199,126100,129199,741300
2022-08-05,129199,129199,126400,126500,797800
2022-08-08,126500,126900,125000,125200,387900
2022-08-09,125000,126400,124800,126400,664800
2022-08-10,126000,126000,125100,125400,762000
2022-08-11,126000,126000,125200,125200,700200
2022-08-12,124800,125200,124000,124300,660300
2022-08-15,124300,125300,124200,124400,668200
2022-08-16,124200,124300,123300,123400,676900
2022-08-17,123400,124100,123300,123500,769800
2022-08-18,123900,124100,123300,124000,1042800
2022-08-19,123900,124000,123200,124000,555000
2022-08-22,123500,124000,123200,123900,259100
2022-08-23,123200,123700,122600,123500,613900
2022-08-24,123000,123700,123000,123500,508000
2022-08-25,123500,123500,123000,123400,370700
2022-08-26,123700,123700,121800,123000,662500
2022-08-29,122800,122800,119500,122000,445400
2022-08-30,122000,122500,120100,122400,261100
2022-08-31,121000,121900,120500,121600,526400
2022-09-05,121500,121500,119500,120000,554600
2022-09-06,120000,120000,118100,119700,513000
2022-09-07,119200,119200,113900,113900,940300
2022-09-08,113900,115000,113800,115000,560100
2022-09-09,115000,118100,115000,118000,381000
2022-09-12,118000,118000,116300,117500,393900
2022-09-13,118000,118000,117000,117400,475000
2022-09-14,115300,116500,115300,116200,480200
2022-09-15,116000,116500,115000,116000,677300
2022-09-16,116000,116000,115000,115700,2146600
2022-09-19,116100,116100,114500,115000,330500
2022-09-20,114600,116100,114600,116100,324500
2022-09-21,114700,116000,114200,115000,353900
2022-09-22,114100,115000,112700,115000,547600
2022-09-23,114000,114400,112800,112800,375400
2022-09-26,111900,111900,110100,110100,504100
2022-09-27,110200,110700,110000,110500,280600
2022-09-28,110500,110500,109000,110100,409900
2022-09-29,110200,111100,109900,110100,245700
2022-09-30,110000,113000,109900,110900,409900
2022-10-03,110000,111000,109000,110000,285900
2022-10-04,110000,112900,109900,112900,350600
2022-10-05,113900,116800,113600,115000,637600
2022-10-06,114300,115000,113000,114200,309600
2022-10-07,114000,115000,113600,115000,824500
2022-10-10,114700,114700,110000,110000,538600
2022-10-11,111800,111800,106100,107000,618200
2022-10-12,107000,108900,105100,108700,418700
2022-10-13,109900,109900,105200,108700,322000
2022-10-14,108600,109000,107000,109000,345500
2022-10-17,108800,109000,106500,109000,238300
